ies,sigla,uf,cidade,campus,curso,grau,turno,grupo,categoria,nota,vagas,inscricoes
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",608.47,14,486
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,532.17,1,14
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,461.87,2,4
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,505.36,2,6
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,630.29,1,488
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,636.12,1,604
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,641.17,29,867
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",536.88,9,41
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",601.07,9,57
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,457.55,1,2
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,494.31,1,1
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,631.76,1,65
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,657.21,1,91
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOLOGIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,660.72,17,167
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",672.35,15,454
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",704.73,15,539
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,617.91,1,11
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · qualquer renda,644.88,1,13
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,587.28,2,12
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,627.32,2,14
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,747.89,1,605
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,756.75,1,748
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,757.33,34,1363
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,ESTATÍSTICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",484.21,10,32
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,ESTATÍSTICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",546.15,10,41
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,ESTATÍSTICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,624.04,1,50
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,ESTATÍSTICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,666.87,1,71
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,ESTATÍSTICA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,667.33,21,141
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",636.09,8,488
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",652.87,8,579
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,573.84,1,14
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,560.32,1,8
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,603.75,1,10
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,682.08,1,644
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,686.66,1,770
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,687.69,15,1006
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",615.01,23,538
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",644.26,23,634
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,561.54,1,28
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · qualquer renda,647.37,1,29
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,438.46,3,8
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,501.57,3,14
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,680.21,1,780
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,688.25,1,930
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,FARMÁCIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,689.55,56,1478
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",481.37,5,17
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",556.81,5,23
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,437.39,1,1
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,529.79,1,22
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,661.01,1,32
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,GEOFISICA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,681.03,9,61
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",623.27,10,294
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",650.24,10,347
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,532.51,1,11
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,522.19,2,8
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,645.15,2,9
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,665.24,1,379
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,686.19,1,454
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,JORNALISMO,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,701.12,21,787
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",583.12,10,118
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",616.32,10,149
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,581.13,1,6
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,480.93,2,3
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,659.11,1,153
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,672.56,1,191
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,681.03,21,349
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",564.22,5,50
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",583.73,5,61
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,582.47,1,2
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,408.14,1,2
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,614.66,1,2
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,611.78,1,64
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,629.08,1,85
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,OCEANOGRAFIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,647.55,9,157
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",521.56,21,101
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",560.28,21,122
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · qualquer renda,448.72,1,2
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,432.0,3,4
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,543.43,3,6
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,630.78,1,129
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,632.88,1,164
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM ARTES,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,641.23,48,348
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",604.2,21,185
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,444.35,1,5
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · qualquer renda,548.08,1,5
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,563.85,3,6
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,677.8,1,200
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,682.55,1,244
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,689.73,48,521
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM HUMANIDADES,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",568.27,21,150
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",590.91,41,471
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",613.63,41,613
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,542.73,2,10
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · qualquer renda,567.94,1,11
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,514.53,5,6
UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,Salvador,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,INTERDISCIPLINAR EM SAÚDE,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,678.85,2,600
