ies,sigla,uf,cidade,campus,curso,grau,turno,grupo,categoria,nota,vagas,inscricoes
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",539.8,12,72
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",575.34,12,82
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,611.16,1,112
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,616.09,1,127
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Cotas (PCD),PCD · qualquer escola,506.11,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,QUÍMICA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,617.12,28,188
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",612.45,8,82
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",636.14,8,88
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,678.98,1,129
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,687.36,1,148
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Cotas (PCD),PCD · qualquer escola,685.24,1,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,687.43,18,236
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",527.71,10,49
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",596.02,9,58
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,583.34,1,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),PCD · qualquer renda,459.69,2,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,665.92,1,90
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,669.82,1,112
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,669.96,23,160
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",623.91,10,159
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",639.37,9,172
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,552.02,1,6
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),PCD · renda ≤1 SM,481.12,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),PCD · qualquer renda,532.22,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,662.68,1,279
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,663.33,1,306
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Cotas (PCD),PCD · qualquer escola,581.32,1,7
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,667.06,23,416
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",595.02,10,124
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",619.63,9,138
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,578.73,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),PCD · qualquer renda,434.39,2,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,665.84,1,183
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,671.59,1,218
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Matutino,Ampla Concorrência,Ampla Concorrência,675.38,23,322
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",599.0,10,187
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",623.21,9,200
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,575.94,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,515.31,2,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,646.2,1,328
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,652.31,1,356
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Cotas (PCD),PCD · qualquer escola,614.02,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,PEDAGOGIA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,652.63,23,439
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA DE PESCA,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",471.13,10,27
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA DE PESCA,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",505.03,9,33
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA DE PESCA,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,505.64,1,38
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA DE PESCA,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,539.87,1,46
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA DE PESCA,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,555.83,23,90
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",604.19,10,138
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",635.33,9,155
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,541.25,1,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,661.23,1,220
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,662.58,1,252
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,664.52,23,316
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",582.28,10,84
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",625.17,9,98
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,670.73,1,153
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,670.83,1,179
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,MATEMÁTICA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,672.03,23,238
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",475.47,10,23
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",542.74,9,30
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,555.57,1,57
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,589.63,1,70
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Cotas (PCD),PCD · qualquer escola,457.04,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ECOLOGIA,Bacharelado,Matutino,Ampla Concorrência,Ampla Concorrência,592.35,23,122
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",702.26,10,374
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",717.69,9,453
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,553.01,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,581.1,2,12
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,602.2,2,13
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,756.25,1,576
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,764.6,1,719
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Cotas (PCD),PCD · qualquer escola,724.62,1,19
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,DIREITO,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,766.46,23,1195
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",593.47,10,76
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",633.56,9,86
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Ampla Concorrência,Ampla Concorrência,685.34,23,242
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,684.18,1,142
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,685.13,1,163
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Matutino,Cotas (PCD),PCD · qualquer escola,643.21,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",634.2,10,172
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",654.99,9,197
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,465.97,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,531.71,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,578.61,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,704.89,1,319
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,708.03,1,372
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,649.42,1,9
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ENFERMAGEM,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,708.93,23,584
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,460.56,1,44
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,542.84,23,73
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",618.94,10,199
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",643.53,9,237
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,548.21,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,509.35,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,521.94,2,7
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,677.53,1,338
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,683.55,1,409
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,654.15,1,8
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,NUTRIÇÃO,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,686.51,23,678
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",572.38,10,64
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",604.69,9,73
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,641.97,1,101
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,644.35,1,126
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Cotas (PCD),PCD · qualquer escola,526.84,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,645.32,23,161
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",644.93,15,383
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",664.95,15,448
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,605.59,1,11
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,570.83,2,11
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,584.26,2,12
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,702.4,2,643
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,711.42,3,754
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,665.5,1,20
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Aracaju,Campus da Saúde Prof João Cardoso Nascimento Júnior,ENFERMAGEM,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,720.67,39,1194
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",614.13,10,168
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",647.17,9,189
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,630.53,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,514.97,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,528.82,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,677.78,1,313
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,679.04,1,363
